sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,exit_risk,0.1,1,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,2,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,2,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.1,2,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,0,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,0,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,0,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,1,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,1,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,1,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,2,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,2,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.15,2,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,0,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,0,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,0,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,1,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,1,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,1,2,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,2,0,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,2,1,100,0,0,0,0,0,0
stress_budget,exit_risk,0.3,2,2,100,0,0,0,0,0,0
