sensitivity,outcome,family,estimand_id,scenario,reference_scenario,transition,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_0_to_1,0.15,,0_to_1,,,100,0.079504264839,0.00494417186679,0.0696777949399,0.088974281007,0.0669291720489,0.0920793576292
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_1_to_2,0.15,,1_to_2,,,100,0.00752329827127,6.69530832847e-05,0.00739138002778,0.00765598508826,0.00735300863378,0.00769358790876
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_1_to_2,0.15,,1_to_2,,,100,0.0796341338223,0.00480995797911,0.0701098759695,0.0888617963637,0.0674004029704,0.0918678646742
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_0_to_1,0.3,,0_to_1,,,100,0.00808202187204,9.42621565611e-05,0.00789492625795,0.00826404489264,0.0078422738622,0.00832176988187
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_0_to_1,0.3,,0_to_1,,,100,0.157947418091,0.00967593251503,0.138697643271,0.176509794048,0.133337482901,0.18255735328
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,funding_1_to_2,0.3,,1_to_2,,,100,0.0244364178149,0.000266731378002,0.0239186336218,0.0249443465261,0.0237580085851,0.0251148270448
stress_budget,worst_10pct_mean_equity_loss,sensitivity_channel_local,market_1_to_2,0.3,,1_to_2,,,100,0.158452283921,0.00913284142777,0.140256462214,0.17595552344,0.135223656057,0.181680911786
stress_budget,asset_price_loss,scenario_difference_average,0.1_minus_0.15_average_stressed,0.1,0.15,,,,100,-0.0124614678026,0.000725760246912,-0.0139666613555,-0.0110433623553,-0.0139317907955,-0.0109911448098
stress_budget,asset_price_loss,scenario_difference_average,0.3_minus_0.15_average_stressed,0.3,0.15,,,,100,0.0396305871142,0.00210440781804,0.0355047792277,0.0439460765566,0.0353672519228,0.0438939223056
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_0_market_1,0.1,0.15,,0,1,100,-0.0101893135696,0.000640501942555,-0.0114606940302,-0.00889342754908,-0.0117728817785,-0.00860574536057
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_0_market_2,0.1,0.15,,0,2,100,-0.0204071117114,0.00125165121805,-0.0229087436701,-0.0178515566859,-0.0235016769983,-0.0173125464245
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_0,0.1,0.15,,1,0,100,-0.000297421973038,6.92012913843e-06,-0.000310728047176,-0.000283847563717,-0.00031453120531,-0.000280312740766
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_1,0.1,0.15,,1,1,100,-0.0104853861204,0.000640704934091,-0.0117581720306,-0.00919145573172,-0.0120694562029,-0.00890131603797
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_2,0.1,0.15,,1,2,100,-0.0207017953609,0.00125170749816,-0.0231989303008,-0.0181502213658,-0.023796499794,-0.0176070909278
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_0,0.1,0.15,,2,0,100,-0.00235593896685,1.75417479407e-05,-0.00238919898007,-0.00232239490263,-0.00239930894361,-0.00231256899008
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_1,0.1,0.15,,2,1,100,-0.0125275524332,0.000639282842208,-0.0138043738865,-0.0112397559223,-0.0141081065553,-0.0109469983112
stress_budget,asset_price_loss,scenario_difference_cell,0.1_minus_0.15_funding_2_market_2,0.1,0.15,,2,2,100,-0.0227272222856,0.00124893166582,-0.0252053463382,-0.0201727319546,-0.025815063789,-0.0196393807823
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_1,0.3,0.15,,0,1,100,0.0306020315025,0.00188625882065,0.0267641223299,0.0343612047586,0.0259384710918,0.0352655919133
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_0_market_2,0.3,0.15,,0,2,100,0.0613683757323,0.00361177172346,0.0539571830887,0.0686049264909,0.0524386809112,0.0702980705535
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_0,0.3,0.15,,1,0,100,0.00301762466599,2.5369551565e-05,0.00296883364225,0.00306662352017,0.00295490133501,0.00308034799696
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_1,0.3,0.15,,1,1,100,0.0335782701257,0.00188313227104,0.0297480879443,0.0373143752361,0.0289224397533,0.0382341004981
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_1_market_2,0.3,0.15,,1,2,100,0.0643012087289,0.00360526172171,0.0569102469137,0.0715362067356,0.0553876091467,0.0732148083111
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_0,0.3,0.15,,2,0,100,0.0109511721525,3.4992295328e-05,0.0108844345212,0.011018108747,0.010864657682,0.0110376866231
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_1,0.3,0.15,,2,1,100,0.0413399979236,0.00186992506989,0.0375306254872,0.0450604205779,0.036716820854,0.0459631749932
stress_budget,asset_price_loss,scenario_difference_cell,0.3_minus_0.15_funding_2_market_2,0.3,0.15,,2,2,100,0.0718860160821,0.00358027545023,0.0645490466532,0.0790423113781,0.0630341922144,0.0807378399497
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.1,,0_to_1,,,100,-0.0203234634043,0.0013139153411,-0.0229135037963,-0.017720881685,-0.0229719683022,-0.0176749585063
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.1,,1_to_2,,,100,-0.0194273462326,0.00129041437568,-0.0219583645132,-0.016877616931,-0.0220284794163,-0.0168262130488
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.15,,0_to_1,,,100,-0.0302103677409,0.00196139808568,-0.0340713406923,-0.0263273990909,-0.0341640261497,-0.0262567093322
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.15,,1_to_2,,,100,-0.0275966019004,0.00191031395588,-0.0313343946698,-0.0238374633519,-0.0314472882502,-0.0237459155505
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_0_to_1,0.3,,0_to_1,,,100,-0.0577519698901,0.00386735562346,-0.0653269483175,-0.0500938461281,-0.0655475332651,-0.0499564065152
stress_budget,asset_price_loss,sensitivity_channel_difference,funding_minus_market_1_to_2,0.3,,1_to_2,,,100,-0.0505150080183,0.00366610594599,-0.057522208345,-0.0432984160017,-0.0579049054117,-0.0431251106249
stress_budget,asset_price_loss,sensitivity_channel_local,funding_0_to_1,0.1,,0_to_1,,,100,3.76057120907e-05,1.88904079867e-06,3.38950241018e-05,4.1299432834e-05,3.28477369056e-05,4.23636872759e-05
stress_budget,asset_price_loss,sensitivity_channel_local,market_0_to_1,0.1,,0_to_1,,,100,0.0203610691164,0.00128200079698,0.0178410961506,0.0228780037046,0.0171320610486,0.0235900771842
stress_budget,asset_price_loss,sensitivity_channel_local,funding_1_to_2,0.1,,1_to_2,,,100,0.000955695042671,1.52638403349e-05,0.000925707243922,0.000985168593149,0.000917249619156,0.000994140466187
stress_budget,asset_price_loss,sensitivity_channel_local,market_1_to_2,0.1,,1_to_2,,,100,0.0203830412753,0.00125916209767,0.0178983332408,0.0228454470966,0.0172115576213,0.0235545249293
stress_budget,asset_price_loss,sensitivity_channel_local,funding_0_to_1,0.15,,0_to_1,,,100,0.000333665103214,8.02269602236e-06,0.000317665330109,0.000348972904766,0.000313458134355,0.000353872072073
stress_budget,asset_price_loss,sensitivity_channel_local,market_0_to_1,0.15,,0_to_1,,,100,0.0305440328442,0.00191402022184,0.0267829900084,0.0342985497631,0.0257231413495,0.0353649243388
stress_budget,asset_price_loss,sensitivity_channel_local,funding_1_to_2,0.15,,1_to_2,,,100,0.00299773178646,2.49265958319e-05,0.00294978169934,0.00304590142887,0.00293494853451,0.00306051503842
stress_budget,asset_price_loss,sensitivity_channel_local,market_1_to_2,0.15,,1_to_2,,,100,0.0305943336868,0.00186245236666,0.0268958791564,0.0342248763346,0.0259033274628,0.0352853399108
stress_budget,asset_price_loss,sensitivity_channel_local,funding_0_to_1,0.3,,0_to_1,,,100,0.00330923053178,3.07928089656e-05,0.00324989501754,0.00336953054496,0.00323167189936,0.00338678916421
stress_budget,asset_price_loss,sensitivity_channel_local,market_0_to_1,0.3,,0_to_1,,,100,0.0610612004219,0.00377107762568,0.0536201802099,0.0684380549911,0.0515628911335,0.0705595097103
stress_budget,asset_price_loss,sensitivity_channel_local,funding_1_to_2,0.3,,1_to_2,,,100,0.0107577593324,3.74992168484e-05,0.0106832244186,0.0108294204214,0.0106633090995,0.0108522095652
stress_budget,asset_price_loss,sensitivity_channel_local,market_1_to_2,0.3,,1_to_2,,,100,0.0612727673506,0.00356278033227,0.0543015196232,0.068162382488,0.0522991017618,0.0702464329395
stress_budget,market_value_loss,scenario_difference_average,0.1_minus_0.15_average_stressed,0.1,0.15,,,,100,-0.0238412233263,0.00144498174973,-0.0267035404489,-0.0210676280831,-0.026698733403,-0.0209837132497
stress_budget,market_value_loss,scenario_difference_average,0.3_minus_0.15_average_stressed,0.3,0.15,,,,100,0.0703530964125,0.00411455953555,0.062451765437,0.0786565591769,0.062216387879,0.078489804946
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_0_market_1,0.1,0.15,,0,1,100,-0.0212775592605,0.00135955284849,-0.0239577876217,-0.0186579688224,-0.0239958641669,-0.0185592543541
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_0_market_2,0.1,0.15,,0,2,100,-0.042616540248,0.00265845533372,-0.047859722998,-0.0374973927001,-0.0479318850579,-0.037301195438
stress_budget,market_value_loss,scenario_difference_cell,0.1_minus_0.15_funding_1_market_0,0.1,0.15,,1,0,100,0,0,0,0,0,0
