sensitivity,outcome,scenario,funding_intensity,market_intensity,blocks,estimate,block_se,pointwise_lower,pointwise_upper,simultaneous_lower,simultaneous_upper
high_impact,fire_sale_value_loss,0.15,0,2,100,0,0,0,0,0,0
high_impact,fire_sale_value_loss,0.15,1,0,100,0.000712587704754,1.46156815839e-05,0.000683938180843,0.000741388156275,0.000680618754853,0.000744556654655
high_impact,fire_sale_value_loss,0.15,1,1,100,0.000712588139506,1.4615694454e-05,0.000683938544904,0.000741388643682,0.000680619161454,0.000744557117558
high_impact,fire_sale_value_loss,0.15,1,2,100,0.000712588619038,1.46157085961e-05,0.000683938944453,0.000741389183945,0.000680619610053,0.000744557628023
high_impact,fire_sale_value_loss,0.15,2,0,100,0.00690337822913,4.99561606497e-05,0.00680469108634,0.00700102015346,0.00679410888114,0.00701264757711
high_impact,fire_sale_value_loss,0.15,2,1,100,0.00690340295798,4.99563757555e-05,0.00680471480997,0.00700104352807,0.00679413313949,0.00701267277647
high_impact,fire_sale_value_loss,0.15,2,2,100,0.00690343018263,4.99566141639e-05,0.00680474095579,0.00700106926426,0.00679415984267,0.00701270052259
high_impact,fire_sale_value_loss,0.3,0,0,100,0,0,0,0,0,0
high_impact,fire_sale_value_loss,0.3,0,1,100,0,0,0,0,0,0
high_impact,fire_sale_value_loss,0.3,0,2,100,0,0,0,0,0,0
high_impact,fire_sale_value_loss,0.3,1,0,100,0.00142519839716,2.92321526918e-05,0.00136789766595,0.00148280095924,0.00136125877043,0.00148913802389
high_impact,fire_sale_value_loss,0.3,1,1,100,0.00142520013704,2.92322042122e-05,0.0013678991229,0.00148280290988,0.00136126039762,0.00148913987647
high_impact,fire_sale_value_loss,0.3,1,2,100,0.00142520205618,2.92322608267e-05,0.00136790072192,0.00148280507213,0.00136126219293,0.00148914191944
high_impact,fire_sale_value_loss,0.3,2,0,100,0.0138081637803,9.99294424834e-05,0.0136107613781,0.0140034795263,0.0135895876351,0.0140267399255
high_impact,fire_sale_value_loss,0.3,2,1,100,0.0138082631293,9.9930309493e-05,0.0136108566849,0.0140035734396,0.0135896850877,0.014026841171
high_impact,fire_sale_value_loss,0.3,2,2,100,0.0138083725277,9.99312709436e-05,0.0136109617445,0.0140036768626,0.013589792383,0.0140269526723
high_impact,liability_reduction,0.15,0,0,100,0,0,0,0,0,0
high_impact,liability_reduction,0.15,0,1,100,0,0,0,0,0,0
high_impact,liability_reduction,0.15,0,2,100,0,0,0,0,0,0
high_impact,liability_reduction,0.15,1,0,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.15,1,1,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.15,1,2,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.15,2,0,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,liability_reduction,0.15,2,1,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,liability_reduction,0.15,2,2,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,liability_reduction,0.3,0,0,100,0,0,0,0,0,0
high_impact,liability_reduction,0.3,0,1,100,0,0,0,0,0,0
high_impact,liability_reduction,0.3,0,2,100,0,0,0,0,0,0
high_impact,liability_reduction,0.3,1,0,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.3,1,1,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.3,1,2,100,0.0750591104548,0.000102473323701,0.0748511725804,0.0752618269493,0.0748546237703,0.0752635971394
high_impact,liability_reduction,0.3,2,0,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,liability_reduction,0.3,2,1,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,liability_reduction,0.3,2,2,100,0.15011822091,0.000204946647401,0.149702345161,0.150523653899,0.149709247541,0.150527194279
high_impact,forced_sale_proceeds,0.15,0,0,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.15,0,1,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.15,0,2,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.15,1,0,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.15,1,1,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.15,1,2,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.15,2,0,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,forced_sale_proceeds,0.15,2,1,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,forced_sale_proceeds,0.15,2,2,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,forced_sale_proceeds,0.3,0,0,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.3,0,1,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.3,0,2,100,0,0,0,0,0,0
high_impact,forced_sale_proceeds,0.3,1,0,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.3,1,1,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.3,1,2,100,0.00475050811168,9.7807414383e-05,0.00455789211654,0.00494223880995,0.00453874178367,0.0049622744397
high_impact,forced_sale_proceeds,0.3,2,0,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,forced_sale_proceeds,0.3,2,1,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,forced_sale_proceeds,0.3,2,2,100,0.0460178512917,0.000336970688281,0.045372993307,0.0466704898421,0.0452882640129,0.0467474385705
high_impact,exit_risk,0.15,0,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,0,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,0,2,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,1,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,1,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,1,2,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,2,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,2,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.15,2,2,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,0,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,0,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,0,2,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,1,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,1,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,1,2,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,2,0,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,2,1,100,0,0,0,0,0,0
high_impact,exit_risk,0.3,2,2,100,0,0,0,0,0,0
